name,goals,assists,minutes,influence,creativity,threat,ict,form,bps,clean,conceded
Joško Gvardiol,0,0,1065,193.0,139.4,115.0,44.8,1.2,195,3,14
Jérémy Doku,2,5,693,273.6,263.0,327.0,86.4,0.2,211,0,11
Mahamadou Susoho,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Mason Mount,0,0,397,53.0,86.3,40.0,18.0,0.0,51,1,6
Alex Telles,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Amad Diallo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Antony Matheus dos Santos,0,0,836,110.6,225.0,152.0,48.3,1.5,99,3,10
Bruno Borges Fernandes,3,3,1530,428.0,725.2,313.0,146.6,1.7,287,5,23
Brandon Williams,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Eric Bailly,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Carlos Henrique Casimiro,1,0,648,167.2,112.6,123.0,40.3,0.0,94,2,11
Diogo Dalot Teixeira,1,1,1374,315.6,317.3,82.0,71.6,3.2,304,5,20
Christian Eriksen,1,1,608,149.0,129.9,59.0,33.9,0.2,138,1,12
Álvaro Fernández Carreras,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Frederico Rodrigues de Paula Santos,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Alejandro Garnacho,1,1,882,121.4,211.3,380.0,70.8,3.5,93,5,11
Hannibal Mejbri,1,0,130,48.2,29.8,13.0,9.0,0.3,33,1,1
Tom Heaton,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Victor Lindelöf,1,1,898,199.4,93.7,40.0,33.4,1.2,201,3,10
Harry Maguire,0,2,836,218.8,39.4,60.0,32.0,2.2,173,3,12
Kobbie Mainoo,0,0,321,62.6,26.7,15.0,10.5,1.5,46,2,3
Tyrell Malacia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Anthony Martial,1,1,439,67.2,85.0,97.0,24.5,2.3,73,1,6
Lisandro Martínez,0,1,375,74.0,43.5,2.0,11.9,0.0,74,0,8
Scott McTominay,5,0,1056,319.4,75.8,313.0,71.0,4.3,197,5,14
Facundo Pellistri Rebollo,0,1,164,47.0,19.3,66.0,13.3,0.7,36,0,2
Raphaël Varane,1,0,430,142.2,22.5,66.0,23.1,1.0,130,2,5
Marcus Rashford,2,2,1150,178.4,206.2,375.0,75.8,2.2,135,4,19
Jadon Sancho,0,0,76,9.8,14.8,12.0,3.6,0.0,11,0,1
Luke Shaw,0,0,693,161.8,164.2,21.0,34.7,2.5,146,3,9
Shola Shoretire,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Donny van de Beek,0,0,2,0.0,10.3,6.0,1.6,0.0,3,0,0
Aaron Wan-Bissaka,0,1,613,154.6,68.5,18.0,24.3,0.7,146,2,9
Sergio Reguilón,0,0,408,65.2,106.1,29.0,20.1,0.3,85,2,7
André Onana,0,0,1620,538.6,0.2,0.0,54.0,4.5,362,6,23
Rasmus Højlund,0,0,938,47.8,138.4,249.0,43.3,1.0,30,4,12
Omari Forson,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Radek Vítek,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Daniel Gore,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Altay Bayindir,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jonny Evans,0,1,639,116.2,43.9,13.0,17.3,1.3,142,3,9
Sofyan Amrabat,0,0,610,100.0,65.8,4.0,17.1,1.3,76,1,8
Joe Hugill,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Willy Kambwala,0,0,83,16.0,1.4,0.0,1.7,0.5,10,0,2
Rhys Bennett,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Lewis Hall,0,0,81,24.8,2.5,17.0,4.4,0.4,18,0,1
Miguel Almirón Rejala,3,1,1246,230.6,210.1,286.0,72.3,3.6,195,5,16
Elliot Anderson,0,1,407,83.2,88.8,85.0,25.7,0.0,65,3,5
Harrison Ashby,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Sven Botman,1,1,505,152.2,37.0,45.0,23.5,0.4,143,2,3
Bruno Guimarães Rodriguez Moura,1,2,1492,311.2,392.9,214.0,92.0,3.2,254,7,20
Dan Burn,2,0,1112,261.0,62.2,183.0,50.7,3.2,219,5,12
Karl Darlow,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Martin Dubravka,0,0,364,127.6,0.0,0.0,12.7,3.0,87,1,8
Ryan Fraser,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Mark Gillespie,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Anthony Gordon,6,6,1396,400.4,313.3,432.0,114.2,4.4,292,8,17
Isaac Hayden,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jeff Hendrick,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Alexander Isak,7,0,866,266.2,105.5,337.0,70.7,1.4,217,3,13
Joelinton Cássio Apolinário de Lira,2,1,1033,228.2,245.3,161.0,63.4,2.2,167,3,16
Emil Krafth,0,0,82,28.8,62.8,5.0,9.6,1.8,43,1,1
Garang Kuol,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jamaal Lascelles,1,0,1036,226.0,34.9,67.0,32.8,2.6,203,5,14
Jamal Lewis,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Sean Longstaff,2,2,1014,218.6,169.5,182.0,57.2,1.2,175,6,12
Javier Manquillo Gaitán,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jacob Murphy,1,3,119,103.4,54.3,39.0,19.5,0.0,85,1,1
Nick Pope,0,0,1255,297.4,0.0,4.0,30.1,1.2,268,6,14
Matt Ritchie,0,0,103,18.6,5.2,52.0,7.6,0.8,16,0,4
Allan Saint-Maximin,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Fabian Schär,0,1,1543,321.2,51.6,104.0,47.7,2.0,320,6,22
Matt Targett,0,0,77,9.2,11.9,0.0,2.2,0.0,15,0,4
Sandro Tonali,1,0,437,81.8,105.0,50.0,23.8,0.0,86,1,5
Kieran Trippier,0,7,1482,485.8,769.0,65.0,131.9,2.8,425,6,22
Kell Watts,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Joe Willock,0,0,136,23.4,27.7,47.0,9.8,0.0,23,0,2
Callum Wilson,7,1,685,286.0,74.3,444.0,80.0,1.6,184,5,9
Loris Karius,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Paul Dummett,0,0,4,3.0,0.2,0.0,0.3,0.0,3,0,0
Harvey Barnes,1,1,183,57.6,29.9,53.0,14.0,0.0,48,1,2
Tino Livramento,0,0,571,110.8,86.3,27.0,22.6,3.8,118,2,9
Alex Murphy,0,0,3,0.2,0.1,0.0,0.0,0.0,2,0,0
Lewis Miley,1,1,515,108.2,83.0,73.0,26.3,2.8,116,1,9
Amadou Diallo,0,0,1,0.0,0.0,0.0,0.0,0.0,3,0,0
Ben Parkinson,0,0,24,2.0,0.0,0.0,0.2,0.0,2,0,1
Michael Ndiweni,0,0,1,0.2,0.0,0.0,0.0,0.0,3,0,0
Nuno Varela Tavares,0,0,93,9.2,7.2,2.0,1.8,0.0,8,0,2
Matt Turner,0,0,1170,277.8,0.0,0.0,27.7,1.4,220,2,21
Andrey Nascimento dos Santos,0,0,7,0.0,0.5,3.0,0.2,0.0,1,0,0
Callum Hudson-Odoi,1,1,390,76.8,112.9,50.0,24.1,0.8,69,1,9
Anthony Elanga,4,3,1183,286.6,189.1,350.0,82.4,3.0,195,1,24
Brandon Aguilera Zamora,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Harry Arter,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Serge Aurier,0,2,831,187.6,84.8,45.0,31.8,0.4,137,1,15
Taiwo Awoniyi,4,2,664,191.2,111.6,167.0,46.8,0.0,150,2,11
Giulian Biancone,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Willy Boly,1,0,991,313.8,59.1,161.0,53.5,0.2,188,3,18
Josh Bowler,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Steve Cook,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Danilo dos Santos de Oliveira,0,0,482,31.4,35.9,24.0,9.1,0.8,44,0,14
Emmanuel Dennis,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Mohamed Dräger,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Felipe Augusto de Almeida Monteiro,0,0,132,25.8,11.3,12.0,4.9,0.2,25,0,5
Remo Freuler,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Morgan Gibbs-White,1,5,1506,263.0,496.7,248.0,100.8,2.4,242,3,29
Wayne Hennessey,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Ethan Horvath,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Cheikhou Kouyaté,0,0,200,36.0,14.2,19.0,7.0,0.6,27,0,6
Richie Laryea,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Orel Mangala,1,0,1399,192.8,90.6,27.0,31.0,1.8,178,3,27
Loïc Mbe Soh,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Scott McKenna,0,0,416,89.0,32.4,17.0,13.8,0.0,64,1,6
Alex Mighten,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Moussa Niakhaté,0,0,797,141.4,44.7,22.0,20.8,1.0,121,1,20
Lewis O'Brien,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Braian Ojeda Rodríguez,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jonathan Panzo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Omar Richards,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Gustavo Henrique Furtado Scarpa,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Jonjo Shelvey,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Sam Surridge,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Harry Toffolo,1,3,916,261.0,210.2,161.0,63.1,2.2,185,2,20
Hwang Ui-jo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
Neco Williams,0,1,392,160.2,108.5,22.0,29.2,1.8,79,0,8
Chris Wood,4,1,548,200.0,138.5,259.0,59.7,3.2,169,1,12
Joe Worrall,0,0,437,82.0,22.1,18.0,12.2,0.0,69,1,9
